file_name,PAI_tree_only,slices_occupied,crown_height_m,elapsed_s,tag,PAI_combined,sbpltnm,Species,DBH,Quadrant,subqu,Lianas,Illumination,Nota,infest_cat,infest_bin,dbh_cm,log_dbh
DRYPST_25996,4.53009853309255,150,7.5,0.291303873062134,25996,9.53291979949875,92,Drypetes standleyi,262,4605,24,100,100,NA,Heavy,Infested,26.2,3.265759410767051
DRYPST_521,5.78474576271187,139,6.95,0.274956941604614,521,7.99443099273608,92,Drypetes standleyi,243,4605,41,0,5,NA,None,None,24.3,3.190476350346503
DRYPST_66983,8.2365372416056,276,13.8,1.45291519165039,66983,12.0821514423077,74,Drypetes standleyi,212,3810,32,20,5,NA,Light,Infested,21.2,3.054001181677967
DRYPST_72208,13.5038209606987,279,14,2.26589012145996,72208,17.4458547322084,74,Drypetes standleyi,229,3711,43,0,0,NA,None,None,22.9,3.131136910560194
EUGENE_2338,5.02503966155473,253,12.65,0.23670506477356,2338,9.01487455197133,72,Eugenia nesiotica,358,3613,14,5,50,NA,Light,Infested,35.8,3.5779478934066544
EUGENE_5222,1.64341463414634,47,2.4,0.0332100391387939,5222,3.57125850340136,36,Eugenia nesiotica,292,1907,41,100,100,broken crown,Heavy,Infested,29.2,3.374168709274236
EUGENE_5541,7.74817518248175,235,11.75,0.505382061004639,5541,11.4524036762107,31,Eugenia nesiotica,323,1708,11,80,5,NA,Heavy,Infested,32.3,3.475067230228611
EUGEOE_104598,3.24795072257759,192,9.6,0.375550985336304,104598,7.05600516573397,64,Eugenia oerstediana,263,3123,22,20,100,NA,Light,Infested,26.3,3.269568939183719
EUGEOE_141770,5.11810994387053,301,15.05,0.62702488899231,141770,10.6262116167222,51,Eugenia oerstediana,255,2409,11,0,25,NA,None,None,25.5,3.2386784521643803
EUGEOE_146461,5.68070987654321,266,13.3,1.06905889511108,146461,9.84069351230425,51,Eugenia oerstediana,306,2308,34,90,90,NA,Heavy,Infested,30.6,3.4210000089583352
EUGEOE_197229,6.72392116182573,299,14.95,1.03439116477966,197229,14.2095004095004,23,Eugenia oerstediana,335,1304,34,95,100,NA,Heavy,Infested,33.5,3.5115454388310208
EUGEOE_87583,3.93815909199751,180,9,0.214854955673218,87583,6.64915611814346,68,Eugenia oerstediana,202,3415,11,0,5,NA,None,None,20.2,3.005682604407159
GARCIN_3727,3.41626984126984,190,9.5,0.165643930435181,3727,7.15188571428572,59,Garcinia intermedia,241,2812,24,90,5,NA,Heavy,Infested,24.1,3.1822118404966093
GARCIN_446,9.01124074074074,177,8.85,1.09745502471924,446,11.1483263157895,92,Garcinia intermedia,240,4704,31,25,0,NA,Light,Infested,24,3.1780538303479458
GUAPST_2500,2.53086856042369,399,20,0.826043844223022,2500,5.23998397435897,72,Guapira standleyana,778,3513,43,20,100,NA,Light,Infested,77.8,4.354141431184346
GUAPST_3559,1.16708743024183,227,11.35,0.137428998947144,3559,3.17352320675106,59,Guapira standleyana,278,2912,42,0,100,NA,None,None,27.8,3.3250360206965914
GUAPST_5950,5.69739773993315,187,9.35,0.206794023513794,5950,10.6837760910816,23,Guapira standleyana,289,1404,34,50,5,NA,Light,Infested,28.9,3.3638415951183864
GUAPST_92240,1.63142054926735,177,8.85,0.0961449146270752,92240,4.10984848484849,65,Guapira standleyana,249,3311,14,90,60,NA,Heavy,Infested,24.9,3.214867803470662
GUARGU_1073,5.61466298051606,246,12.3,0.850929975509644,1073,3.91285714285714,82,Guarea guidonia,346,4315,41,70,5,NA,Heavy,Infested,34.6,3.543853682063679
GUARGU_1081,6.29231119199272,214,10.75,0.478879928588867,1081,3.59350547730829,82,Guarea guidonia,359,4314,22,0,10,NA,None,None,35.9,3.580737295494233
GUARGU_110995,5.15061196535878,281,14.05,0.681028127670288,110995,8.06112583951927,58,Guarea guidonia,213,2905,14,0,25,NA,None,None,21.3,3.0587070727153796
GUARGU_1715,1.77904485887097,238,11.9,0.108335971832275,1715,10.0351766513057,77,Guarea guidonia,338,4020,34,20,25,NA,Light,Infested,33.8,3.520460802488973
GUARGU_213097,5.38369818351188,179,8.95,0.198532104492188,213097,7.02918263090677,20,Guarea guidonia,247,1015,43,60,5,broken crown,Heavy,Infested,24.7,3.2068032436339315
GUARGU_23250,4.54213321567474,218,10.9,1.0025429725647,23250,4.8567053280174,94,Guarea guidonia,329,4717,24,50,100,NA,Light,Infested,32.9,3.493472657771326
GUARGU_2690,2.09323372206025,130,6.5,0.0917611122131348,2690,5.24191214470284,69,Guarea guidonia,313,3416,44,100,100,broken crown,Heavy,Infested,31.3,3.4436180975461075
GUARGU_2839,1.79174026946108,200,10,0.162897109985352,2839,7.24526785714286,68,Guarea guidonia,277,3314,12,100,95,NA,Heavy,Infested,27.7,3.3214324131932926
GUARGU_365,5.92221648023739,367,18.35,1.10926699638367,365,8.52799515933844,94,Guarea guidonia,400,4716,14,0,75,NA,None,None,40,3.6888794541139363
GUARGU_368,2.57052586608669,265,13.25,0.284641027450562,368,3.48984254399506,94,Guarea guidonia,243,4716,33,0,0,NA,None,None,24.3,3.190476350346503
GUARGU_618,3.67540623796689,245,12.25,0.615936994552612,618,6.23968774395004,91,Guarea guidonia,298,4620,22,0,80,NA,None,None,29.8,3.3945083935113587
GUARGU_6226,7.41011396011396,261,13.1,0.558511972427368,6226,13.8706552706553,23,Guarea guidonia,228,1304,11,80,100,NA,Heavy,Infested,22.8,3.126760535960395
GUARGU_67223,3.17701650576145,211,10.55,0.274746894836426,67223,6.02530959752322,74,Guarea guidonia,213,3811,41,5,5,sub correcte: 1,Light,Infested,21.3,3.0587070727153796
GUARGU_6750,5.95909954834359,254,12.7,0.894556045532227,6750,10.7442258831243,20,Guarea guidonia,380,1014,12,0,0,NA,None,None,38,3.6375861597263857
GUARGU_87825,1.60772833723653,186,9.3,0.10054612159729,87825,8.92974358974359,69,Guarea guidonia,220,3416,13,100,100,NA,Heavy,Infested,22,3.091042453358316
GUARGU_92951,3.26563492063492,176,8.8,0.153103828430176,92951,6.3022641509434,68,Guarea guidonia,209,3314,21,25,100,NA,Light,Infested,20.9,3.039749158970765
GUARGU_93143,3.60365453818473,136,6.8,0.400394916534424,93143,5.1122075441668,68,Guarea guidonia,266,3315,21,15,10,NA,Light,Infested,26.6,3.2809112157876537
GUARGU_97189,5.76134863701578,240,12,0.575911998748779,97189,7.80051399200457,65,Guarea guidonia,281,3211,21,0,5,NA,None,None,28.1,3.3357695763397
GUATDU_230878,1.44795955159302,275,13.75,0.313503980636597,230878,3.6926724137931,11,Guatteria dumetorum,332,605,23,25,75,NA,Light,Infested,33.2,3.502549875922443
GUATDU_235969,2.56228254957227,249,12.45,0.59798002243042,235969,5.60278909680738,11,Guatteria dumetorum,450,505,44,0,100,NA,None,None,45,3.8066624897703196
GUATDU_263687,3.39469604243166,392,19.6,0.217214107513428,263687,7.95116279069768,1,Guatteria dumetorum,225,21,32,25,95,NA,Light,Infested,22.5,3.1135153092103742
GUATDU_5631,2.05222343339482,198,9.9,0.347727060317993,5631,5.01463020717309,28,Guatteria dumetorum,633,1604,41,0,100,NA,None,None,63.3,4.147885329150131
GUATDU_92306,4.82786764705882,162,8.1,0.184676170349121,92306,6.31529003783102,65,Guatteria dumetorum,200,3311,32,10,100,NA,Light,Infested,20,2.995732273553991
GUAZUL_3116,2.25457117706237,267,13.35,0.331799030303955,3116,6.81825324621619,64,Guazuma ulmifolia,522,3223,43,20,100,NA,Light,Infested,52.2,3.955082494888593
GUAZUL_3557,2.2829774158857,434,21.7,1.12560701370239,3557,7.16408450704225,59,Guazuma ulmifolia,585,2912,24,80,25,NA,Heavy,Infested,58.5,4.069026754237811
GUAZUL_633191,2.85192340281308,338,16.9,0.579181909561157,633191,6.41242927651378,68,Guazuma ulmifolia,410,3315,23,0,100,NA,None,None,41,3.713572066704308
GUSTSU_104601,3.19750869565217,185,9.25,0.240434885025024,104601,5.89930986887509,64,Gustavia superba,207,3123,22,5,5,NA,Light,Infested,20.7,3.0301337002713233
GUSTSU_104694,2.77531492248062,240,12.25,0.172534942626953,104694,7.52266025641026,64,Gustavia superba,223,3123,43,100,100,NA,Heavy,Infested,22.3,3.104586678466073
GUSTSU_104815,3.68719073521671,236,11.8,0.297774791717529,104815,6.8311149825784,64,Gustavia superba,202,3124,21,45,100,NA,Light,Infested,20.2,3.005682604407159
GUSTSU_171070,1.54753193663771,120,6,0.0953900814056396,171070,5.1623034591195,36,Gustavia superba,212,1807,31,100,50,NA,Heavy,Infested,21.2,3.054001181677967
GUSTSU_1719,4.13736550005663,168,8.4,0.222805976867676,1719,6.52395061728395,77,Gustavia superba,313,4020,31,0,5,NA,None,None,31.3,3.4436180975461075
GUSTSU_22669,5.10578368999422,332,16.6,0.369271039962769,22669,6.96697498423376,94,Gustavia superba,202,4716,43,0,5,NA,None,None,20.2,3.005682604407159
GUSTSU_2499,4.7693108974359,174,8.7,0.25494384765625,2499,8.83837746952501,72,Gustavia superba,290,3513,23,80,100,NA,Heavy,Infested,29,3.367295829986474
GUSTSU_2502,4.27286518611198,172,8.8,0.167981147766113,2502,9.7393447642376,72,Gustavia superba,343,3512,23,100,100,NA,Heavy,Infested,34.3,3.535145354171894
GUSTSU_2685,5.11407722362675,252,12.65,0.554343938827515,2685,9.45820652173913,68,Gustavia superba,399,3415,21,35,95,NA,Light,Infested,39.9,3.686376323895818
GUSTSU_2693,3.7356555733761,251,12.55,0.178939819335938,2693,9.51844698462751,69,Gustavia superba,271,3417,12,100,100,NA,Heavy,Infested,27.1,3.299533727885655
GUSTSU_2698,3.15430036630037,175,8.75,0.104639053344727,2698,6.34450800915332,69,Gustavia superba,286,3417,42,5,100,broken crown,Light,Infested,28.6,3.353406717825807
GUSTSU_2835,4.82796281004374,270,13.5,0.488541841506958,2835,8.89875378100423,68,Gustavia superba,285,3315,14,90,25,NA,Heavy,Infested,28.5,3.349904087274605
GUSTSU_2841,4.38540140042338,244,12.2,0.315807104110718,2841,7.80944471584433,68,Gustavia superba,318,3314,22,100,100,NA,Heavy,Infested,31.8,3.459466289786131
GUSTSU_2860,3.9360396039604,185,9.25,0.170582056045532,2860,6.4316326530612304,65,Gustavia superba,245,3311,14,0,5,NA,None,None,24.5,3.1986731175506815
GUSTSU_3111,3.7664659440653,296,14.85,0.370789051055908,3111,8.70375,64,Gustavia superba,232,3223,22,5,25,NA,Light,Infested,23.2,3.1441522786722644
GUSTSU_3123,4.13703230423226,173,8.65,0.2328200340271,3123,8.36966156325544,64,Gustavia superba,262,3224,23,20,5,NA,Light,Infested,26.2,3.265759410767051
GUSTSU_3131,2.94762361346118,243,12.15,0.488815069198608,3131,6.18815359477124,64,Gustavia superba,319,3224,31,10,5,NA,Light,Infested,31.9,3.462606009790799
GUSTSU_3685,2.39769272628333,189,10.05,0.190378904342651,3685,6.2574623655914,58,Gustavia superba,245,2805,43,0,50,NA,None,None,24.5,3.1986731175506815
GUSTSU_3728,4.19437982501287,185,9.55,0.265797138214111,3728,6.33851732473812,59,Gustavia superba,258,2812,24,0,25,NA,None,None,25.8,3.250374491927572
GUSTSU_512,3.49031175059952,258,12.9,0.3157799243927,512,9.99142657586869,92,Gustavia superba,220,4604,42,0,90,NA,None,None,22,3.091042453358316
GUSTSU_5632,3.21551125478927,192,9.6,0.186784982681274,5632,5.90499058380414,28,Gustavia superba,215,1604,41,0,0,NA,None,None,21.5,3.068052935133617
GUSTSU_8206,4.29756318507111,244,12.2,0.294152021408081,8206,7.78960618593778,1,Gustavia superba,258,121,24,5,5,NA,Light,Infested,25.8,3.250374491927572
GUSTSU_99448,2.89878105954055,170,8.5,0.119683027267456,99448,6.6336875,64,Gustavia superba,222,3223,34,80,5,NA,Heavy,Infested,22.2,3.100092288878234
GUSTSU_99449,3.23183003528149,190,9.55,0.266110897064209,99449,5.94536585365854,64,Gustavia superba,215,3223,34,50,40,NA,Light,Infested,21.5,3.068052935133617
HEISCO_141568,5.23120839909422,221,11.05,0.714186906814575,141568,12.6138395297977,51,Heisteria concinna,266,2408,13,5,20,NA,Light,Infested,26.6,3.2809112157876537
HEISCO_147639,6.60577849117175,344,17.2,0.586719036102295,147639,14.6516133679055,49,Heisteria concinna,205,2316,32,85,50,NA,Heavy,Infested,20.5,3.0204248861443626
HEISCO_1721,2.7792270531401,49,2.45,0.0381419658660889,1721,2.87731481481481,77,Heisteria concinna,240,4020,32,0,5,broken crown,None,None,24,3.1780538303479458
HEISCO_1729,6.47445387143622,334,16.7,1.99504685401917,1729,10.2319621405169,77,Heisteria concinna,400,4021,32,5,5,NA,Light,Infested,40,3.6888794541139363
HEISCO_1982,10.8405894582365,367,18.45,3.53003001213074,1982,16.6241393178893,74,Heisteria concinna,293,3810,23,15,40,NA,Light,Infested,29.3,3.3775875160230218
HEISCO_1987,9.28096659824594,340,17.05,2.47726798057556,1987,13.6556497745474,74,Heisteria concinna,328,3811,24,0,5,NA,None,None,32.8,3.490428515390098
HEISCO_443,8.99986245938565,289,14.45,1.40257096290588,443,13.0068883042334,92,Heisteria concinna,298,4704,14,0,50,NA,None,None,29.8,3.3945083935113587
HEISCO_452,5.72358022519353,293,14.65,1.04414796829224,452,11.2128824071746,92,Heisteria concinna,267,4704,34,5,5,NA,Light,Infested,26.7,3.2846635654062037
HEISCO_5318,5.95092731229163,230,11.5,1.02653408050537,5318,9.28885047536733,36,Heisteria concinna,374,1808,41,5,25,NA,Light,Infested,37.4,3.6216707044204863
HEISCO_5324,5.47389390034364,167,8.35,0.460861921310425,5324,10.2474119415808,36,Heisteria concinna,283,1808,34,25,100,NA,Light,Infested,28.3,3.342861804649192
HEISCO_5539,8.47382576604786,289,14.45,2.24460697174072,5539,12.5357843137255,31,Heisteria concinna,290,1708,41,10,0,NA,Light,Infested,29,3.367295829986474
HEISCO_5648,7.30905555555556,241,12.05,0.98519492149353,5648,12.33892,31,Heisteria concinna,277,1607,12,50,50,NA,Light,Infested,27.7,3.3214324131932926
HEISCO_5651,10.1605595408895,236,11.8,1.29023504257202,5651,14.1986992176454,31,Heisteria concinna,266,1607,44,5,15,NA,Light,Infested,26.6,3.2809112157876537
HEISCO_57029,7.52207867195958,199,9.95,0.488049983978271,57029,10.8323959827834,77,Heisteria concinna,200,4020,34,5,5,NA,Light,Infested,20,2.995732273553991
HEISCO_58414,6.52127400182871,274,13.7,0.707881927490234,58414,8.2580829129195,77,Heisteria concinna,219,4021,13,0,5,NA,None,None,21.9,3.086486636822455
HEISCO_67050,5.1465102246061,186,9.3,0.471853017807007,67050,8.74430379746835,74,Heisteria concinna,200,3810,41,25,0,NA,Light,Infested,20,2.995732273553991
HEISCO_72143,7.37570518653321,307,15.4,0.735763072967529,72143,12.5801340282949,74,Heisteria concinna,205,3711,22,0,0,NA,None,None,20.5,3.0204248861443626
HEISCO_8212,3.66241044364839,254,12.7,0.293267011642456,8212,8.23958333333333,1,Heisteria concinna,389,120,24,0,50,NA,None,None,38.9,3.6609942506244004
HEISCO_82777,10.1964019189765,178,8.9,0.65537691116333,82777,13.8846962371242,69,Heisteria concinna,225,3517,23,5,5,NA,Light,Infested,22.5,3.1135153092103742
HIRTTR_112501,1.07662466024215,137,6.95,0.070518970489502,112501,4.88674463937622,59,Hirtella triandra,206,2913,13,100,90,NA,Heavy,Infested,20.6,3.0252910757955354
HIRTTR_112521,5.15957225433526,196,9.8,0.349078893661499,112521,8.75592105263158,59,Hirtella triandra,212,2913,14,10,50,NA,Light,Infested,21.2,3.054001181677967
HIRTTR_117329,4.02805452923939,267,13.35,0.313596963882446,117329,9.70928906773977,59,Hirtella triandra,250,2813,34,100,100,NA,Heavy,Infested,25,3.2188758248682006
HIRTTR_1286,6.371636262359,198,9.9,0.603605031967163,1286,8.61977190605239,82,Hirtella triandra,226,4215,24,5,0,NA,Light,Infested,22.6,3.1179499062782403
HIRTTR_18076,8.63885175968717,239,11.95,4.21898007392883,18076,10.5788562582098,82,Hirtella triandra,218,4215,13,0,5,NA,None,None,21.8,3.0819099697950434
HIRTTR_22798,6.56457676902537,291,14.55,0.874771118164062,22798,6.3929012345679,94,Hirtella triandra,251,4716,44,0,5,NA,None,None,25.1,3.2228678461377385
HIRTTR_2331,4.33867007672634,237,11.85,0.243981838226318,2331,9.11916969147006,72,Hirtella triandra,248,3612,33,25,100,NA,Light,Infested,24.8,3.2108436531709366
HIRTTR_25739,6.18189401532542,235,11.75,0.612457990646362,25739,9.59111340738827,92,Hirtella triandra,204,4604,11,0,10,NA,None,None,20.4,3.0155349008501706
HIRTTR_4516,2.12007173642648,233,11.65,0.229078054428101,4516,8.38086755349913,49,Hirtella triandra,301,2317,34,100,100,NA,Heavy,Infested,30.1,3.40452517175483
HIRTTR_4527,3.77554677714616,211,10.55,0.149623870849609,4527,10.2566666666667,49,Hirtella triandra,293,2316,21,25,50,NA,Light,Infested,29.3,3.3775875160230218
HIRTTR_6523,5.07009308510638,283,14.15,0.49055814743042,6523,10.1383815789474,20,Hirtella triandra,280,1115,34,100,100,NA,Heavy,Infested,28,3.332204510175204
HIRTTR_7599,5.56728212344721,300,15,0.827462911605835,7599,12.6248655913979,11,Hirtella triandra,329,506,11,5,80,NA,Light,Infested,32.9,3.493472657771326
HIRTTR_92372,8.42826213818861,276,13.8,0.892097949981689,92372,13.0499768839575,65,Hirtella triandra,220,3312,11,0,15,NA,None,None,22,3.091042453358316
HIRTTR_97320,8.16499792272539,207,10.35,0.599847078323364,97320,12.8427740863787,65,Hirtella triandra,212,3212,13,0,50,NA,None,None,21.2,3.054001181677967
HIRTTR_97348,4.43939013992678,191,9.55,0.248802900314331,97348,9.9010878164557,65,Hirtella triandra,247,3212,23,20,100,NA,Light,Infested,24.7,3.2068032436339315
HURACR_2838,1.5065357273872,291,14.55,0.441912889480591,2838,5.51722061657033,68,Hura crepitans,595,3314,13,100,100,NA,Heavy,Infested,59.5,4.085976312551584
HURACR_439,1.85643582438454,313,15.65,0.347126960754395,439,13.9662794944846,92,Hura crepitans,682,4705,31,100,100,NA,Heavy,Infested,68.2,4.222444564849416
HURACR_507,1.93879310344828,361,18.1,0.514531135559082,507,11.5006861063465,92,Hura crepitans,738,4604,44,100,60,NA,Heavy,Infested,73.8,4.301358731606427
HURACR_522,1.67413934216584,375,18.75,0.326093912124634,522,8.75461000205804,92,Hura crepitans,404,4605,21,100,100,NA,Heavy,Infested,40.4,3.6988297849671046
INGAMA_159457,3.53361772954837,421,21.05,1.01639103889465,159457,7.5282319983399,58,Inga marginata,302,2906,43,0,10,NA,None,None,30.2,3.407841924380824
INGAMA_433296,3.58409628044266,335,16.75,1.39629220962524,433296,6.47663217691215,65,Inga marginata,380,3312,24,0,100,NA,None,None,38,3.6375861597263857
INGAPU_434238,1.12018125552608,133,6.75,0.0960609912872314,434238,6.68730677764566,69,Inga punctata,298,3417,11,100,100,NA,Heavy,Infested,29.8,3.3945083935113587
JAC1CO_180870,0.961374795417349,153,7.65,0.157130002975464,180870,2.51990436768484,28,Jacaranda copaia,498,1604,24,5,100,NA,Light,Infested,49.8,3.9080149840306073
JAC1CO_180904,1.06245306248076,166,8.3,0.14615797996521,180904,2.54441618217054,28,Jacaranda copaia,405,1604,21,0,100,NA,None,None,40.5,3.7013019741124933
JAC1CO_180910,1.40880076421888,244,12.2,0.225855112075806,180910,4.17088719153937,28,Jacaranda copaia,389,1604,21,0,100,NA,None,None,38.9,3.6609942506244004
JAC1CO_181416,2.55823371448371,254,12.85,0.498285055160522,181416,4.9022493831411,31,Jacaranda copaia,555,1607,24,0,100,NA,None,None,55.5,4.0163830207523885
JAC1CO_185937,1.82079494448382,195,9.9,0.26797890663147,185937,3.50559772296015,28,Jacaranda copaia,462,1504,24,0,100,NA,None,None,46.2,3.832979798087693
JAC1CO_206350,1.77828296703297,183,9.15,0.246216058731079,206350,3.3415394824154,19,Jacaranda copaia,574,1108,13,0,100,NA,None,None,57.4,4.050044303325521
JAC1CO_206389,0.824402173913044,349,17.45,0.180322170257568,206389,1.68494623655914,19,Jacaranda copaia,292,1108,23,0,100,NA,None,None,29.2,3.374168709274236
JAC1CO_3562,1.73254937662797,209,10.45,0.324710130691528,3562,2.87514014014014,59,Jacaranda copaia,550,2912,34,0,100,NA,None,None,55,4.007333185232471
JAC1CO_5885,0.950170114942529,252,12.6,0.285808086395264,5885,2.2959065679926,28,Jacaranda copaia,688,1505,42,0,100,NA,None,None,68.8,4.231203744939298
JAC1CO_633223,1.81078538314699,268,13.4,0.232989072799683,633223,4.16067439862543,68,Jacaranda copaia,230,3315,33,0,5,NA,None,None,23,3.1354942159291497
JAC1CO_832305,1.8731510811183,154,7.75,0.11256217956543,832305,3.35985780694558,65,Jacaranda copaia,229,3211,34,0,100,NA,None,None,22.9,3.131136910560194
LACMPA_25783,3.26891722930733,144,7.2,0.134406805038452,25783,8.46631696428572,92,Lacmellea panamensis,243,4604,14,95,75,NA,Heavy,Infested,24.3,3.190476350346503
LACMPA_66921,5.27960390946502,207,10.35,0.554840087890625,66921,8.83907894736842,74,Lacmellea panamensis,282,3810,14,0,0,NA,None,None,28.2,3.339321977944068
LACMPA_82087,6.46697886448405,205,10.25,0.220898866653442,82087,16.3721031746032,72,Lacmellea panamensis,254,3512,31,95,100,NA,Heavy,Infested,25.4,3.2347491740244907
LAETPR_416230,2.45488241808351,290,14.5,0.986875772476196,416230,4.43825555555556,31,Laetia procera,386,1607,23,0,100,NA,None,None,38.6,3.653252276470785
LINDLA_5640,8.431798438877,420,21,0.964939117431641,5640,17.481213622291,28,Lindackeria laurina,321,1605,21,5,0,NA,Light,Infested,32.1,3.4688560301359703
LONCLA_192153,1.29966253365184,275,13.8,0.17944598197937,192153,2.76194756554307,24,Lonchocarpus heptaphyllus,273,1411,34,0,100,NA,None,None,27.3,3.3068867021909143
LONCLA_5654,1.83662264040676,192,9.6,0.162122011184692,5654,3.02689393939394,31,Lonchocarpus heptaphyllus,442,1608,13,0,100,NA,None,None,44.2,3.7887247890836524
LONCLA_6192,1.20958007981954,329,16.45,0.254696846008301,6192,1.822883422758,24,Lonchocarpus heptaphyllus,478,1310,23,0,100,NA,None,None,47.8,3.86702563949741
LONCLA_64185,3.86240740740741,223,11.15,0.323362827301025,64185,5.17777777777778,77,Lonchocarpus heptaphyllus,341,3921,32,0,100,NA,None,None,34.1,3.529297384289471
LUEHSE_1293,3.12918580926024,390,19.7,2.02152609825134,1293,6.1808850678733,82,Luehea seemannii,1161,4215,22,0,100,NA,None,None,116.1,4.754451888703846
LUEHSE_3028,2.4831499272198,307,15.45,0.387048006057739,3028,5.36405540592536,65,Luehea seemannii,403,3211,11,0,10,NA,None,None,40.3,3.696351468952637
LUEHSE_520,1.64161749872186,375,18.75,0.431913137435913,520,10.5350217864924,92,Luehea seemannii,810,4605,32,100,100,NA,Heavy,Infested,81,4.394449154672439
LUEHSE_67242,2.41577380952381,242,12.1,0.29981803894043,67242,3.21058823529412,74,Luehea seemannii,202,3811,14,5,0,NA,Light,Infested,20.2,3.005682604407159
MACRGL_3613,8.29244930476747,476,23.8,4.01824116706848,3613,12.3391107244253,58,Macrocnemum roseum,579,2905,32,0,5,NA,None,None,57.9,4.05871738457895
MACRGL_42275,7.59393733630808,366,18.3,1.00724816322327,42275,8.46127877237852,82,Macrocnemum roseum,364,4314,23,0,5,NA,None,None,36.4,3.594568774642695
MICOAR_435304,3.67105426036724,234,11.7,0.238500118255615,435304,7.63390852390853,69,Miconia argentea,216,3516,22,25,95,NA,Light,Infested,21.6,3.0726933146901194
OCOTCE_206437,5.76205973513666,205,10.25,0.407876014709473,206437,8.65353633217993,19,Ocotea cernua,275,1108,34,0,85,NA,None,None,27.5,3.3141860046725258
OCOTCE_207696,5.90718868973778,232,11.8,1.29310894012451,207696,9.02577763953075,20,Ocotea cernua,289,1114,22,0,5,NA,None,None,28.9,3.3638415951183864
OCOTOB_539281,6.35628059161524,372,18.6,1.59904408454895,539281,8.23841242817621,77,Ocotea oblonga,372,3921,31,0,100,NA,None,None,37.2,3.616308761279101
OCOTWH_3609,3.78717194570136,350,17.55,1.30397319793701,3609,6.06425684777728,58,Ocotea whitei,209,2905,23,0,90,NA,None,None,20.9,3.039749158970765
OCOTWH_3609,3.78717194570136,350,17.55,1.30397319793701,3609,6.06425684777728,58,Ocotea whitei,550,2905,23,0,100,NA,None,None,55,4.007333185232471
ORMOCR_3122,1.49690556123194,264,13.2,0.517022848129272,3122,2.90872246952373,64,Ormosia coccinea,542,3224,23,0,100,NA,None,None,54.2,3.9926809084456005
ORMOMA_2858,1.92853400411855,306,15.3,0.438632965087891,2858,5.04955624355005,65,Ormosia macrocalyx,765,3312,42,50,100,NA,Light,Infested,76.5,4.33729074083249
PLA1PI_1986,0.708137029485344,509,25.45,0.350605964660645,1986,5.47794234932209,74,Platymiscium pinnatum,348,3811,14,0,5,NA,None,None,34.8,3.5496173867804286
PLA1PI_3742,3.06264219665782,372,18.75,0.731189012527466,3742,7.74849745242799,59,Platymiscium pinnatum,542,2813,31,0,100,NA,None,None,54.2,3.9926809084456005
